duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,service_category,cluster,is_anomaly,anomaly_score
35682,tcp,telnet,RSTOS0,381709090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,78,2,0.03,0.12,0.08,0.0,0.0,0.0,0.08,0.5,anomaly,Remote_Access,3,True,0.9237792996954826
0,tcp,finger,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,normal,Other,5,True,0.7809300169480733
0,tcp,finger,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,8,1.0,0.0,1.0,0.38,1.0,0.12,0.0,0.0,anomaly,Other,5,True,0.7803117051119806
32,tcp,telnet,RSTO,154,251,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,57,16,0.28,0.11,0.02,0.0,0.02,0.06,0.05,0.19,normal,Remote_Access,3,True,0.6321011778862573
10,tcp,ftp_data,SF,0,5151385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly,File_Transfer,5,True,0.6120500697786706
9,tcp,ftp_data,SF,0,5150836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly,File_Transfer,5,True,0.6120317228607248
9,tcp,ftp_data,SF,0,5150772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly,File_Transfer,5,True,0.612031002390939
10,tcp,ftp_data,SF,0,5150180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly,File_Transfer,5,True,0.6120165682791812
9,tcp,ftp_data,SF,0,5149533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,anomaly,File_Transfer,5,True,0.6119921191405311
0,udp,domain_u,SF,32,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159,150,0.94,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.6030068236851566
0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,187,183,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.6029913921721934
0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,202,198,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.6015574377232973
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187,171,0.91,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.60132075804082
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,205,199,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.6010949389153046
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,177,151,0.85,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.6007039619757755
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,208,196,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.6003927038903789
0,udp,domain_u,SF,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,240,219,0.91,0.01,0.0,0.0,0.0,0.0,0.03,0.0,normal,Network_Services,7,False,0.5988503567713214
0,udp,domain_u,SF,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,227,225,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5988244518904012
16754,tcp,telnet,SF,3555,198172,0,0,0,2,0,1,151,1,2,146,1,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,3,0.22,0.33,0.11,0.67,0.0,0.0,0.0,0.0,normal,Remote_Access,5,True,0.5988198693627902
0,udp,domain_u,SF,36,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,91,0.72,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.598692376135467
0,udp,domain_u,SF,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,242,221,0.91,0.01,0.0,0.0,0.0,0.0,0.02,0.0,normal,Network_Services,7,False,0.5981213304335593
450,udp,domain_u,SF,93,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,184,138,0.75,0.02,0.07,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5980720561377515
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229,217,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5977959949246898
22,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,250,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5977908463597479
3,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,191,156,0.82,0.02,0.03,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5976568718488702
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182,138,0.76,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5974583976839201
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,244,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5973750315336492
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234,224,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5972560321258147
14,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226,209,0.92,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5972410835817994
0,udp,private,SF,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,76,0.67,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.597160989345128
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5971190533926811
0,udp,domain_u,SF,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,235,0.92,0.01,0.01,0.0,0.0,0.0,0.02,0.0,normal,Network_Services,7,False,0.5970617170969192
0,udp,domain_u,SF,45,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,57,0.76,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5969540199427145
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,247,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5969490342942934
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,249,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5969391576668043
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221,190,0.86,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5968653651675588
0,udp,domain_u,SF,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,246,225,0.91,0.01,0.0,0.0,0.0,0.0,0.02,0.0,normal,Network_Services,7,False,0.5968515021541166
0,udp,domain_u,SF,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0.0,0.0,0.0,0.0,1.0,0.0,0.36,255,250,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5968141548327665
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5966377841262204
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,242,0.95,0.01,0.04,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.596614461784062
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,238,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5965879360867212
0,udp,domain_u,SF,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,234,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5963532168284503
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,244,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5962759481898945
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5962343264456753
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,241,235,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5961734281787477
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0.0,0.0,0.0,0.0,1.0,0.0,0.25,250,248,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5961150903293404
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,235,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5960652726681912
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,245,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5959569608064479
0,udp,private,SF,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213,172,0.81,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,Other,7,False,0.5959524912429897
0,udp,domain_u,SF,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,66,0.79,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal,Network_Services,7,False,0.5958416142126053
